Zone,Family,Member,Link,Collected
Stormsong Valley,Feathermane,Whirlwing,https://www.wow-petopia.com/npc.php?id=142088, N
Redridge Mountains,Boar,Bellygrub,https://www.wow-petopia.com/npc.php?id=345, N
Redridge Mountains,Spider,Chatter,https://www.wow-petopia.com/npc.php?id=616, N
Redridge Mountains,Spider,Chitter,https://www.wow-petopia.com/npc.php?id=52146, N
Redridge Mountains,Spider,Gnollfeaster,https://www.wow-petopia.com/npc.php?id=147222, N
Gorgrond,Riverbeast,Berthora,https://www.wow-petopia.com/npc.php?id=85907, N
Gorgrond,Riverbeast,Mogamago,https://www.wow-petopia.com/npc.php?id=88586, N
Gorgrond,Ravager,Hive Queen Skrikka,https://www.wow-petopia.com/npc.php?id=83522, N
Gorgrond,Hydra,Khargax the Devourer,https://www.wow-petopia.com/npc.php?id=81537, N
Gorgrond,Hydra,Venolasix,https://www.wow-petopia.com/npc.php?id=86266, N
Gorgrond,Spider,Mother Araneae,https://www.wow-petopia.com/npc.php?id=76473, N
Gorgrond,Raptor,Riplash,https://www.wow-petopia.com/npc.php?id=87084, N
Gorgrond,Raptor,Riptar,https://www.wow-petopia.com/npc.php?id=85970, N
Gorgrond,Chimaera,Roardan the Sky Terror,https://www.wow-petopia.com/npc.php?id=77093, N
Gorgrond,Clefthoof,Stompalupagus,https://www.wow-petopia.com/npc.php?id=86520, N
Ohn'ahran Plains,Hound,Biryuk,https://www.wow-petopia.com/npc.php?id=193168, N
Ohn'ahran Plains,Spirit Beast,Bloodgullet,https://www.wow-petopia.com/npc.php?id=193254, N
Ohn'ahran Plains,Tallstrider, Nergazurai,https://www.wow-petopia.com/npc.php?id=195895, N
Dun Morogh,Bear,Bjarn,https://www.wow-petopia.com/npc.php?id=1130, N
Dun Morogh,Bear,Mangeclaw,https://www.wow-petopia.com/npc.php?id=1961, N
Dun Morogh,Wolf,Timber,https://www.wow-petopia.com/npc.php?id=1132, N
Dun Morogh,Mechanical,Weaponized Rabbot,https://www.wow-petopia.com/npc.php?id=107431, N
Howling Fjord,Wolf,Bjomolf,https://www.wow-petopia.com/npc.php?id=24516, N
Howling Fjord,Wolf,Varg,https://www.wow-petopia.com/npc.php?id=24517, N
Howling Fjord,Hound,Fiend,https://www.wow-petopia.com/npc.php?id=23939, N
Howling Fjord,Bear,Hozzer,https://www.wow-petopia.com/npc.php?id=24547, N
Howling Fjord,Feathermane,Steelfeather,https://www.wow-petopia.com/npc.php?id=24514, N
Felwood,Ray,Blackbog the Fang,https://www.wow-petopia.com/npc.php?id=50362, N
Felwood,Wasp,Cida,https://www.wow-petopia.com/npc.php?id=50905, N
Felwood,Wolf,Death Howl,https://www.wow-petopia.com/npc.php?id=14339, N
Felwood,Wolf,Grovepaw,https://www.wow-petopia.com/npc.php?id=50925, N
Felwood,Worm,Dilennaa,https://www.wow-petopia.com/npc.php?id=51025, N
Felwood,Cat,Duskcoat,https://www.wow-petopia.com/npc.php?id=50833, N
Felwood,Cat,Winna's Kitten,https://www.wow-petopia.com/npc.php?id=47687, N
Felwood,Hound,Fidonis,https://www.wow-petopia.com/npc.php?id=51046, N
Felwood,Warp Stalker,Gezan,https://www.wow-petopia.com/npc.php?id=51017, N
Felwood,Bear,Grimrot,https://www.wow-petopia.com/npc.php?id=107596, N
Felwood,Bear,Grimrot,https://www.wow-petopia.com/npc.php?id=107595, N
Felwood,Bear,Mongress,https://www.wow-petopia.com/npc.php?id=14344, N
Felwood,Spider, Needle,https://www.wow-petopia.com/npc.php?id=50777, N
Felwood,Bird of Prey,Olm the Wise,https://www.wow-petopia.com/npc.php?id=14343, N
Felwood,Ravager,Spinecrawl,https://www.wow-petopia.com/npc.php?id=50724, N
Felwood,Moth,Thicket,https://www.wow-petopia.com/npc.php?id=50864, N
Undermine,Carrion Bird,Blazefeather Peacock,https://www.wow-petopia.com/npc.php?id=226562, N
Undermine,Crab,Grimewick,https://www.wow-petopia.com/npc.php?id=231017, N
Undermine,Hyena, Nitro,https://www.wow-petopia.com/npc.php?id=230995, N
Undermine,Waterfowl,Scrapbeak,https://www.wow-petopia.com/npc.php?id=230931, N
Eastern Plaguelands,Hound,Bleakheart,https://www.wow-petopia.com/npc.php?id=51042, N
Eastern Plaguelands,Bat,Duskwing,https://www.wow-petopia.com/npc.php?id=11897, N
Eastern Plaguelands,Carrion Bird,Fene-mal,https://www.wow-petopia.com/npc.php?id=50813, N
Eastern Plaguelands,Spider,Likk the Hunter,https://www.wow-petopia.com/npc.php?id=50775, N
Eastern Plaguelands,Beetle,Quirix,https://www.wow-petopia.com/npc.php?id=51053, N
Eastern Plaguelands,Hyena,Snark,https://www.wow-petopia.com/npc.php?id=50856, N
Eastern Plaguelands,Wolf,Snort,https://www.wow-petopia.com/npc.php?id=50915, N
Eastern Plaguelands,Wolf,The Lone Hunter,https://www.wow-petopia.com/npc.php?id=45450, N
Eastern Plaguelands,Worm,Spirocula,https://www.wow-petopia.com/npc.php?id=51027, N
Eastern Plaguelands,Sporebat,Sporeggon,https://www.wow-petopia.com/npc.php?id=50779, N
Eastern Plaguelands,Boar,Varah,https://www.wow-petopia.com/npc.php?id=50947, N
Spires of Arak,Sporebat,Blightglow,https://www.wow-petopia.com/npc.php?id=84856, Y
Spires of Arak,Ravager,Brood Mother Xylax,https://www.wow-petopia.com/npc.php?id=86455, Y
Spires of Arak,Ravager,Shadeback Thornmother,https://www.wow-petopia.com/npc.php?id=80224, Y
Spires of Arak,Ravager,Spineslicer,https://www.wow-petopia.com/npc.php?id=82632, Y
Spires of Arak,Hydra,Echidna,https://www.wow-petopia.com/npc.php?id=80372, N
Spires of Arak,Hydra,Jiasska the Sporegorger,https://www.wow-petopia.com/npc.php?id=84955, Y
Spires of Arak,Hydra,Varasha,https://www.wow-petopia.com/npc.php?id=82050, Y
Spires of Arak,Raptor,Stonescale,https://www.wow-petopia.com/npc.php?id=80694, N
Spires of Arak,Basilisk,Stonespite,https://www.wow-petopia.com/npc.php?id=84805, Y
Spires of Arak,Wasp,Sunderthorn,https://www.wow-petopia.com/npc.php?id=84912, N
Spires of Arak,Water Strider,The Ebon Hunter,https://www.wow-petopia.com/npc.php?id=82933, Y
Spires of Arak,Chimaera,Venombarb,https://www.wow-petopia.com/npc.php?id=82646, Y
Krasarang Wilds,Turtle,Bloodtooth,https://www.wow-petopia.com/npc.php?id=50854, N
Krasarang Wilds,Worm,Bombyx,https://www.wow-petopia.com/npc.php?id=67820, N
Krasarang Wilds,Cat,Chasheen,https://www.wow-petopia.com/npc.php?id=63767, N
Krasarang Wilds,Spider,Feverbite,https://www.wow-petopia.com/npc.php?id=58883, N
Krasarang Wilds,Crocolisk, Nahassa,https://www.wow-petopia.com/npc.php?id=60203, N
Krasarang Wilds,Waterfowl, Needlebeak,https://www.wow-petopia.com/npc.php?id=63796, N
Krasarang Wilds,Crab,Snapclaw,https://www.wow-petopia.com/npc.php?id=60401, N
Mechagon,Lizard,Bonepicker,https://www.wow-petopia.com/npc.php?id=152001, N
Mechagon,Mechanical,Jawbreaker,https://www.wow-petopia.com/npc.php?id=151684, N
Mechagon,Mechanical,Malfunctioning Beastbot,https://www.wow-petopia.com/npc.php?id=151933, N
Mechagon,Mechanical,Mecharantula,https://www.wow-petopia.com/npc.php?id=151672, N
Mechagon,Mechanical,OOX-Fleetfoot/MG,https://www.wow-petopia.com/npc.php?id=151159, N
Mechagon,Mechanical,Sparkweaver Ohm,https://www.wow-petopia.com/npc.php?id=152315, N
Mechagon,Crab,Scrapclaw,https://www.wow-petopia.com/npc.php?id=155583, N
Mechagon,Crab,Steelplated Hardshell,https://www.wow-petopia.com/npc.php?id=152319, N
Arathi Highlands,Wasp,Boros,https://www.wow-petopia.com/npc.php?id=50891, N
Arathi Highlands,Bird of Prey,Cackle,https://www.wow-petopia.com/npc.php?id=50337, N
Arathi Highlands,Shale Beast,Glint,https://www.wow-petopia.com/npc.php?id=51067, N
Arathi Highlands,Beetle,Phalanax,https://www.wow-petopia.com/npc.php?id=51063, N
Arathi Highlands,Carrion Bird,Plaguefeather,https://www.wow-petopia.com/npc.php?id=142435, N
Arathi Highlands,Carrion Bird,Ripwing,https://www.wow-petopia.com/npc.php?id=50804, N
Arathi Highlands,Carrion Bird,SQUAAAWK!,https://www.wow-petopia.com/npc.php?id=142717, N
Arathi Highlands,Raptor,Saurix,https://www.wow-petopia.com/npc.php?id=50865, N
Arathi Highlands,Raptor,Skullripper,https://www.wow-petopia.com/npc.php?id=142437, N
Arathi Highlands,Hound,Snuffles,https://www.wow-petopia.com/npc.php?id=51040, N
Arathi Highlands,Boar,Swee,https://www.wow-petopia.com/npc.php?id=50940, N
Arathi Highlands,Spider,Venomarus,https://www.wow-petopia.com/npc.php?id=142438, N
Arathi Highlands,Spider,Zorn,https://www.wow-petopia.com/npc.php?id=50770, N
Arathi Highlands,Bear,Yogursa,https://www.wow-petopia.com/npc.php?id=142440, N
Kun-Lai Summit,Rodent,Bristlespine,https://www.wow-petopia.com/npc.php?id=50944, N
Kun-Lai Summit,Spirit Beast,Gumi,https://www.wow-petopia.com/npc.php?id=69943, N
Kun-Lai Summit,Gruffhorn,Stompy,https://www.wow-petopia.com/npc.php?id=50998, N
Kun-Lai Summit,Gruffhorn,Zhing,https://www.wow-petopia.com/npc.php?id=66464, N
Kun-Lai Summit,Lesser Dragonkin,Wild Onyx Serpent,https://www.wow-petopia.com/npc.php?id=61848, N
Kun-Lai Summit,Stone Hound,Yachi,https://www.wow-petopia.com/npc.php?id=61307, N
Kun-Lai Summit,Stone Hound,Yao,https://www.wow-petopia.com/npc.php?id=61306, N
Tanaan Jungle,Ravager,Broodlord Ixkor,https://www.wow-petopia.com/npc.php?id=92429, N
Tanaan Jungle,Bird of Prey,Deathtalon,https://www.wow-petopia.com/npc.php?id=95053, N
Tanaan Jungle,Hydra,Keravnos,https://www.wow-petopia.com/npc.php?id=80398, N
Tanaan Jungle,Riverbeast,Magwia,https://www.wow-petopia.com/npc.php?id=93002, N
Tanaan Jungle,Wind Serpent,Rasthe,https://www.wow-petopia.com/npc.php?id=90782, N
Tanaan Jungle,Wind Serpent,Soul Fragment,https://www.wow-petopia.com/npc.php?id=92937, N
Tanaan Jungle,Clefthoof,Reassigned Warbeast,https://www.wow-petopia.com/npc.php?id=108181, N
Tanaan Jungle,Bat,Rendrak,https://www.wow-petopia.com/npc.php?id=92627, N
Tanaan Jungle,Warp Stalker,Shadowthrash,https://www.wow-petopia.com/npc.php?id=93236, N
Tanaan Jungle,Boar,Steelsnout,https://www.wow-petopia.com/npc.php?id=92887, N
Tanaan Jungle,Serpent,Sylissa,https://www.wow-petopia.com/npc.php?id=92606, N
Tanaan Jungle,Raptor,The Goreclaw,https://www.wow-petopia.com/npc.php?id=92694, N
Timeless Isle,Hopper,Bufo,https://www.wow-petopia.com/npc.php?id=72775, N
Timeless Isle,Waterfowl,Emerald Gander,https://www.wow-petopia.com/npc.php?id=73158, N
Timeless Isle,Turtle,Great Turtle Furyshell,https://www.wow-petopia.com/npc.php?id=73161, N
Timeless Isle,Lesser Dragonkin,Huolon,https://www.wow-petopia.com/npc.php?id=73167, N
Timeless Isle,Serpent,Imperial Python,https://www.wow-petopia.com/npc.php?id=73163, N
Timeless Isle,Oxen,Ironfur Steelhorn,https://www.wow-petopia.com/npc.php?id=73160, N
Timeless Isle,Crab,Monstrous Spineclaw,https://www.wow-petopia.com/npc.php?id=73166, N
Timeless Isle,Cat,Tsavo'ka,https://www.wow-petopia.com/npc.php?id=72808, N
Stormheim,Spirit Beast,Bulvinkel,https://www.wow-petopia.com/npc.php?id=111463, N
Stormheim,Bird of Prey,Spitefeather,https://www.wow-petopia.com/npc.php?id=97124, N
Stormheim,Stag,Starbuck,https://www.wow-petopia.com/npc.php?id=107487, N
Stormheim,Basilisk,Stonefang,https://www.wow-petopia.com/npc.php?id=107914, N
Stormheim,Oxen,Thunderhorn,https://www.wow-petopia.com/npc.php?id=100838, N
Elwynn Forest,Fox,Bushtail,https://www.wow-petopia.com/npc.php?id=51077, N
Elwynn Forest,Bear,Grizzled Ben,https://www.wow-petopia.com/npc.php?id=50926, N
Elwynn Forest,Wolf,Lamepaw the Whimperer,https://www.wow-petopia.com/npc.php?id=50916, N
Elwynn Forest,Spider,Mother Fang,https://www.wow-petopia.com/npc.php?id=471, N
Elwynn Forest,Spider,Tarantis,https://www.wow-petopia.com/npc.php?id=50752, N
Elwynn Forest,Boar,Princess,https://www.wow-petopia.com/npc.php?id=330, N
Elwynn Forest,Boar,Snoot the Rooter,https://www.wow-petopia.com/npc.php?id=50942, N
Elwynn Forest,Mechanical,Tekton,https://www.wow-petopia.com/npc.php?id=48873, N
Elwynn Forest,Turtle,Terrapis,https://www.wow-petopia.com/npc.php?id=51014, N
Ardenweald,Wasp,Buzzkill,https://www.wow-petopia.com/npc.php?id=165404, N
Ardenweald,Carapid,Chompy,https://www.wow-petopia.com/npc.php?id=164110, N
Ardenweald,Carapid,Deifir the Untamed,https://www.wow-petopia.com/npc.php?id=164238, N
Ardenweald,Carapid,Egg-Tender Bloome,https://www.wow-petopia.com/npc.php?id=165400, N
Ardenweald,Carapid,Egg-Tender Erys,https://www.wow-petopia.com/npc.php?id=165401, N
Ardenweald,Carapid,Egg-Tender Leh'go,https://www.wow-petopia.com/npc.php?id=167851, N
Ardenweald,Carapid,Egg-Tender Tiom,https://www.wow-petopia.com/npc.php?id=165398, N
Ardenweald,Carapid,Enthralled Gorm,https://www.wow-petopia.com/npc.php?id=159693, N
Ardenweald,Carapid,Fortified Dessicator,https://www.wow-petopia.com/npc.php?id=173409, N
Ardenweald,Carapid,Gorm Hulk,https://www.wow-petopia.com/npc.php?id=158948, N
Ardenweald,Carapid,Gormbore,https://www.wow-petopia.com/npc.php?id=163370, N
Ardenweald,Carapid,Izik the Dissolver,https://www.wow-petopia.com/npc.php?id=173940, N
Ardenweald,Serpent,Dambala,https://www.wow-petopia.com/npc.php?id=167848, N
Ardenweald,Serpent,Shadow of Dambala,https://www.wow-petopia.com/npc.php?id=173855, N
Ardenweald,Carrion Bird, Nesting Valeshrieker,https://www.wow-petopia.com/npc.php?id=168475, N
Ardenweald,Carrion Bird,Old Ardeite,https://www.wow-petopia.com/npc.php?id=164391, N
Ardenweald,Courser, Night Mare,https://www.wow-petopia.com/npc.php?id=168135, N
Ardenweald,Moth,The Slumbering Emperor,https://www.wow-petopia.com/npc.php?id=167721, N
Frostfire Ridge,Basilisk,Canyon Icemother,https://www.wow-petopia.com/npc.php?id=71721, N
Frostfire Ridge,Bat,Chillfang,https://www.wow-petopia.com/npc.php?id=80242, N
Frostfire Ridge,Bat,Rakkiri,https://www.wow-petopia.com/npc.php?id=87085, N
Frostfire Ridge,Clefthoof,Coldstomp the Griever,https://www.wow-petopia.com/npc.php?id=77513, N
Frostfire Ridge,Clefthoof,Giantbane,https://www.wow-petopia.com/npc.php?id=77519, N
Frostfire Ridge,Boar,Coldtusk,https://www.wow-petopia.com/npc.php?id=76914, N
Frostfire Ridge,Boar,Slogtusk the Corpse-Eater,https://www.wow-petopia.com/npc.php?id=82617, N
Frostfire Ridge,Worm,Jabberjaw,https://www.wow-petopia.com/npc.php?id=82616, N
Frostfire Ridge,Wolf, Nok-Karosh,https://www.wow-petopia.com/npc.php?id=81001, N
The Jade Forest,Worm,Chibee,https://www.wow-petopia.com/npc.php?id=59756, N
The Jade Forest,Water Strider,Glimmer,https://www.wow-petopia.com/npc.php?id=50859, N
The Jade Forest,Spirit Beast,Hutia,https://www.wow-petopia.com/npc.php?id=69946, N
The Jade Forest,Cat,Kher Shan,https://www.wow-petopia.com/npc.php?id=56329, N
The Jade Forest,Cat,Kung Din,https://www.wow-petopia.com/npc.php?id=59037, N
The Jade Forest,Cat,Rakira,https://www.wow-petopia.com/npc.php?id=66622, N
The Jade Forest,Cat,Ro'shen,https://www.wow-petopia.com/npc.php?id=66617, N
The Jade Forest,Cat,Ruukti,https://www.wow-petopia.com/npc.php?id=66633, N
The Jade Forest,Cat,Savage,https://www.wow-petopia.com/npc.php?id=50850, N
The Jade Forest,Cat,Windward Huntress,https://www.wow-petopia.com/npc.php?id=63538, N
The Jade Forest,Cat,Windward Saber,https://www.wow-petopia.com/npc.php?id=65612, N
The Jade Forest,Scalehide,Koukou,https://www.wow-petopia.com/npc.php?id=66213, N
The Jade Forest,Wasp,Orchard Needler,https://www.wow-petopia.com/npc.php?id=65616, N
Blackwing Descent (Raid),Hydra,Chimaeron,https://www.wow-petopia.com/npc.php?id=43296, N
Zereth Mortis,Stag,Chitali the Eldest,https://www.wow-petopia.com/npc.php?id=183596, N
Zereth Mortis,Wasp,Feasting,https://www.wow-petopia.com/npc.php?id=178229, N
Zereth Mortis,Wasp,Zatojin,https://www.wow-petopia.com/npc.php?id=183764, N
Zereth Mortis,Bird of Prey,Garudeon,https://www.wow-petopia.com/npc.php?id=180924, N
Zereth Mortis,Bird of Prey,Tahkwitz,https://www.wow-petopia.com/npc.php?id=183925, N
Zereth Mortis,Hopper,Gorkek,https://www.wow-petopia.com/npc.php?id=178963, N
Zereth Mortis,Beetle,Hadeon the Stonebreaker,https://www.wow-petopia.com/npc.php?id=178563, N
Zereth Mortis,Worm,Helmix,https://www.wow-petopia.com/npc.php?id=183748, N
Zereth Mortis,Worm,Helmix,https://www.wow-petopia.com/npc.php?id=183749, N
Zereth Mortis,Worm,Helmix,https://www.wow-petopia.com/npc.php?id=184804, N
Zereth Mortis,Spider,Mother Phestis,https://www.wow-petopia.com/npc.php?id=178508, N
Zereth Mortis,Carapid,Orixal,https://www.wow-petopia.com/npc.php?id=179043, N
Zereth Mortis,Rodent,Sorranos,https://www.wow-petopia.com/npc.php?id=183722, N
Zereth Mortis,Wolf,Vexis,https://www.wow-petopia.com/npc.php?id=181360, N
Gnomeregan (Dungeon),Basilisk,Chomper,https://www.wow-petopia.com/npc.php?id=6215, N
Gnomeregan (Dungeon),Mechanical,Friender,https://www.wow-petopia.com/npc.php?id=111820, N
Wetlands,Crocolisk,Chops,https://www.wow-petopia.com/npc.php?id=50964, N
Wetlands,Crocolisk,Horrorjaw,https://www.wow-petopia.com/npc.php?id=41420, N
Wetlands,Spider,Leech Widow,https://www.wow-petopia.com/npc.php?id=1112, N
Wetlands,Raptor,Razormaw Matriarch,https://www.wow-petopia.com/npc.php?id=1140, N
Wetlands,Raptor,Sarltooth,https://www.wow-petopia.com/npc.php?id=44226, N
Blackwing Lair (Raid),Core Hound,Chromaggus,https://www.wow-petopia.com/npc.php?id=14020, N
Blackrock Mountain,Core Hound,Chromehound,https://www.wow-petopia.com/npc.php?id=50839, N
Blackrock Mountain,Shale Beast,Crystalfang,https://www.wow-petopia.com/npc.php?id=51066, N
Swamp of Sorrows,Raptor,Chupacabros,https://www.wow-petopia.com/npc.php?id=50882, N
Swamp of Sorrows,Cat,Duskfang,https://www.wow-petopia.com/npc.php?id=47053, N
Swamp of Sorrows,Cat,Kash,https://www.wow-petopia.com/npc.php?id=50837, N
Swamp of Sorrows,Monkey,Gib the Banana-Hoarder,https://www.wow-petopia.com/npc.php?id=51052, N
Swamp of Sorrows,Wind Serpent,Ionis,https://www.wow-petopia.com/npc.php?id=50790, N
Swamp of Sorrows,Wind Serpent,Yukiko,https://www.wow-petopia.com/npc.php?id=50797, N
Swamp of Sorrows,Wasp,Orlix the Swamplord,https://www.wow-petopia.com/npc.php?id=50903, N
Swamp of Sorrows,Tallstrider,Seawing,https://www.wow-petopia.com/npc.php?id=50886, N
Swamp of Sorrows,Serpent,Shimmerscale,https://www.wow-petopia.com/npc.php?id=50738, N
Blasted Lands,Scorpid,Clack the Reaver,https://www.wow-petopia.com/npc.php?id=8301, N
Blasted Lands,Basilisk,Deatheye,https://www.wow-petopia.com/npc.php?id=8302, N
Blasted Lands,Core Hound,Gomegaz,https://www.wow-petopia.com/npc.php?id=41166, N
Blasted Lands,Boar,Grunter,https://www.wow-petopia.com/npc.php?id=8303, N
Blasted Lands,Hyena,Ravage,https://www.wow-petopia.com/npc.php?id=8300, N
Blasted Lands,Carrion Bird,Spiteflayer,https://www.wow-petopia.com/npc.php?id=8299, N
Mogu'shan Vaults (Raid),Stone Hound,Cobalt Guardian,https://www.wow-petopia.com/npc.php?id=60051, N
Mogu'shan Vaults (Raid),Stone Hound,Jade Guardian,https://www.wow-petopia.com/npc.php?id=60043, N
Mogu'shan Vaults (Raid),Stone Hound,Jasper Guardian,https://www.wow-petopia.com/npc.php?id=59915, N
Mogu'shan Vaults (Raid),Spirit Beast,Elegon,https://www.wow-petopia.com/npc.php?id=60410, N
The Stonecore (Dungeon),Shale Beast,Corborus,https://www.wow-petopia.com/npc.php?id=43438, N
Silverpine Forest,Carrion Bird,Corpsefeeder,https://www.wow-petopia.com/npc.php?id=50814, N
Silverpine Forest,Boar,Finn's Gambit,https://www.wow-petopia.com/npc.php?id=50949, N
Silverpine Forest,Worm,Gnath,https://www.wow-petopia.com/npc.php?id=51026, N
Silverpine Forest,Wolf,Gorefang,https://www.wow-petopia.com/npc.php?id=12431, N
Silverpine Forest,Bat,Kree,https://www.wow-petopia.com/npc.php?id=50330, N
Silverpine Forest,Spider,Krethis the Shadowspinner,https://www.wow-petopia.com/npc.php?id=12433, N
Silverpine Forest,Spider,Skitterweb Matriarch,https://www.wow-petopia.com/npc.php?id=44906, N
Silverpine Forest,Hound,Lost Gilnean Wardog,https://www.wow-petopia.com/npc.php?id=51037, N
The Emerald Dream,Crab,Crabtankerous,https://www.wow-petopia.com/npc.php?id=209909, N
The Emerald Dream,Stag,Envoy of Winter,https://www.wow-petopia.com/npc.php?id=209929, N
The Emerald Dream,Rodent,Henri Snufftail,https://www.wow-petopia.com/npc.php?id=210075, N
The Emerald Dream,Raptor,Matriarch Keevah,https://www.wow-petopia.com/npc.php?id=210051, N
The Emerald Dream,Raptor,Ristar, the Rabid,https://www.wow-petopia.com/npc.php?id=210161, N
The Emerald Dream,Bear,Tula'rhun the Wanderer,https://www.wow-petopia.com/npc.php?id=213608, N
The Underrot (Dungeon),Blood Beast,Cragmaw the Infested,https://www.wow-petopia.com/npc.php?id=131817, N
The Underrot (Dungeon),Worm,Rotmaw,https://www.wow-petopia.com/npc.php?id=139194, N
Hallowfall,Hopper,Croakit,https://www.wow-petopia.com/npc.php?id=214757, N
Hallowfall,Wasp,Fallowbarb,https://www.wow-petopia.com/npc.php?id=216078, N
Hallowfall,Cat,Lytfang the Lost,https://www.wow-petopia.com/npc.php?id=221534, N
Hallowfall,Stag,Pride of Beledar,https://www.wow-petopia.com/npc.php?id=221786, N
Hallowfall,Lizard,Reekscale,https://www.wow-petopia.com/npc.php?id=221076, N
Hallowfall,Bear,Strength of Beledar,https://www.wow-petopia.com/npc.php?id=221690, N
Hallowfall,Bird of Prey,The Perchfather,https://www.wow-petopia.com/npc.php?id=221648, N
Desolace,Crab,Crusty,https://www.wow-petopia.com/npc.php?id=18241, N
Desolace,Hyena,Giggler,https://www.wow-petopia.com/npc.php?id=14228, N
Desolace,Basilisk,Hissperak,https://www.wow-petopia.com/npc.php?id=14227, N
Blackrock Spire (Dungeon),Spider,Crystal Fang,https://www.wow-petopia.com/npc.php?id=10376, N
Blackrock Spire (Dungeon),Wolf,Gizrul the Slavener,https://www.wow-petopia.com/npc.php?id=10268, N
Blackrock Spire (Dungeon),Wolf,Halycon,https://www.wow-petopia.com/npc.php?id=10220, N
Throne of Thunder (Raid),Stone Hound,Dam'ren,https://www.wow-petopia.com/npc.php?id=68081, N
Throne of Thunder (Raid),Stone Hound,Quet'zal,https://www.wow-petopia.com/npc.php?id=68080, N
Throne of Thunder (Raid),Stone Hound,Ro'shak,https://www.wow-petopia.com/npc.php?id=68079, N
Throne of Thunder (Raid),Carrion Bird,Ji-Kun,https://www.wow-petopia.com/npc.php?id=69712, N
Valley of the Four Winds,Scalehide,Darkhide,https://www.wow-petopia.com/npc.php?id=58435, N
Valley of the Four Winds,Spirit Beast,Degu,https://www.wow-petopia.com/npc.php?id=69947, N
Valley of the Four Winds,Waterfowl,Kracor,https://www.wow-petopia.com/npc.php?id=67128, N
Valley of the Four Winds,Waterfowl,Patrannache,https://www.wow-petopia.com/npc.php?id=50885, N
Valley of the Four Winds,Turtle,Krosh,https://www.wow-petopia.com/npc.php?id=56833, N
Valley of the Four Winds,Wolf,Lupello,https://www.wow-petopia.com/npc.php?id=56357, N
Valley of the Four Winds,Moth,Mothallus,https://www.wow-petopia.com/npc.php?id=57421, N
Valley of the Four Winds,Spider,Succula,https://www.wow-petopia.com/npc.php?id=67099, N
Maldraxxus,Boar,Deadeye,https://www.wow-petopia.com/npc.php?id=165566, N
Maldraxxus,Spider,Echo of the Spy,https://www.wow-petopia.com/npc.php?id=162399, N
Maldraxxus,Spider,Sister Chelicerae,https://www.wow-petopia.com/npc.php?id=159886, N
Maldraxxus,Chimaera,Gristlebeak,https://www.wow-petopia.com/npc.php?id=162588, N
Maldraxxus,Chimaera,Kil'mazor,https://www.wow-petopia.com/npc.php?id=172401, N
Maldraxxus,Chimaera,Satiated Sawtooth,https://www.wow-petopia.com/npc.php?id=164587, N
Maldraxxus,Bird of Prey,Marrowjaw,https://www.wow-petopia.com/npc.php?id=168036, N
Maldraxxus,Beetle,Pesticide,https://www.wow-petopia.com/npc.php?id=162767, N
Maldraxxus,Wasp,Ravenomous,https://www.wow-petopia.com/npc.php?id=159753, N
Maldraxxus,Oxen,Tahonta,https://www.wow-petopia.com/npc.php?id=162586, N
Durotar,Scorpid,Death Flayer,https://www.wow-petopia.com/npc.php?id=5823, N
Durotar,Scorpid,Sarkoth,https://www.wow-petopia.com/npc.php?id=3281, N
Durotar,Boar,Lo'Shall,https://www.wow-petopia.com/npc.php?id=39224, N
Durotar,Raptor,Screamslash,https://www.wow-petopia.com/npc.php?id=39385, N
Azuremyst Isle,Ravager,Death Ravager,https://www.wow-petopia.com/npc.php?id=17556, N
Azuremyst Isle,Core Hound,The Kurken,https://www.wow-petopia.com/npc.php?id=17447, N
Bloodmyst Isle,Bear,Deathclaw,https://www.wow-petopia.com/npc.php?id=17661, N
Bloodmyst Isle,Spider,Zarakh,https://www.wow-petopia.com/npc.php?id=17683, N
Terokkar Forest,Spider,Deathskitter,https://www.wow-petopia.com/npc.php?id=18647, N
Terokkar Forest,Spider,Terokkarantula,https://www.wow-petopia.com/npc.php?id=20682, N
Terokkar Forest,Warp Stalker,Gezzarak the Huntress,https://www.wow-petopia.com/npc.php?id=23163, N
Terokkar Forest,Cat,Hawkbane,https://www.wow-petopia.com/npc.php?id=21724, N
Terokkar Forest,Wolf,Ironjaw,https://www.wow-petopia.com/npc.php?id=18670, N
Terokkar Forest,Moth, Naphthal'ar,https://www.wow-petopia.com/npc.php?id=18438, N
Terokkar Forest,Basilisk,Stonegazer,https://www.wow-petopia.com/npc.php?id=18648, N
Terokkar Forest,Carrion Bird,Torgos,https://www.wow-petopia.com/npc.php?id=18707, N
Terokkar Forest,Carrion Bird,Trachela,https://www.wow-petopia.com/npc.php?id=21515, N
Northern Barrens,Cat,Dishu,https://www.wow-petopia.com/npc.php?id=5865, N
Northern Barrens,Cat,Echeyakee,https://www.wow-petopia.com/npc.php?id=3475, N
Northern Barrens,Cat,Humar The Pridelord,https://www.wow-petopia.com/npc.php?id=5828, N
Northern Barrens,Raptor,Fez,https://www.wow-petopia.com/npc.php?id=34543, N
Northern Barrens,Raptor,King Reaperclaw,https://www.wow-petopia.com/npc.php?id=34829, N
Northern Barrens,Raptor,Takk the Leaper,https://www.wow-petopia.com/npc.php?id=5842, N
Northern Barrens,Hydra,Gesharahan,https://www.wow-petopia.com/npc.php?id=3398, N
Northern Barrens,Courser,Swiftmane,https://www.wow-petopia.com/npc.php?id=5831, N
